Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2020-01-20,201.59,206.51,201.59,206.51,344
2020-01-21,204.55,206.51,203.56,203.56,745
2020-01-22,203.56,206.51,200.6,201.59,24723
2020-01-23,203.56,203.56,198.64,198.64,1082
2020-01-24,198.64,200.6,197.66,199.63,965
2020-01-27,196.67,201.59,193.23,197.66,3778
2020-01-28,196.67,201.59,195.69,201.59,891
2020-01-29,201.59,205.52,201.59,203.56,452
2020-01-30,201.59,201.59,198.64,201.59,642
2020-01-31,200.6,201.59,196.67,201.59,1372
2020-02-03,199.63,203.56,197.66,203.56,2132
2020-02-04,204.55,204.55,201.59,203.56,2655
2020-02-05,202.58,204.55,200.6,203.56,1086
2020-02-06,204.55,204.55,199.63,202.58,1323
2020-02-07,201.59,201.59,199.63,201.59,170
2020-02-10,199.63,204.55,196.18,204.55,6929
2020-02-11,203.56,214.37,203.56,208.48,3799
2020-02-12,210.44,210.44,202.58,204.55,1658
2020-02-13,201.59,204.55,200.6,203.56,406
2020-02-14,203.56,203.56,197.66,199.63,3185
2020-02-17,200.6,200.6,198.64,199.63,376
2020-02-18,198.64,198.64,193.73,197.66,7555
2020-02-19,196.67,198.64,196.67,197.66,761
2020-02-20,197.66,205.52,197.66,199.63,16591
2020-02-21,200.6,202.58,200.6,202.58,4173
2020-02-24,199.63,200.6,194.71,197.66,1373
2020-02-25,196.67,196.67,189.3,194.21,4349
2020-02-26,190.28,196.18,190.28,196.18,5386
2020-02-27,196.18,196.18,191.27,192.74,3662
2020-02-28,189.79,189.79,174.06,184.88,3571
2020-03-02,181.43,184.38,177.5,180.45,38118
2020-03-03,186.84,190.28,182.91,186.35,2235
2020-03-04,184.88,184.88,182.91,184.88,19193
2020-03-05,184.88,187.82,173.07,179.46,4990
2020-03-06,179.46,181.92,177,180.94,1806
2020-03-09,167.17,171.6,167.17,171.6,10437
2020-03-10,170.13,174.06,168.16,170.13,4962
2020-03-11,169.14,169.14,162.25,167.17,9714
2020-03-12,147.5,157.34,135.71,147.01,13384
2020-03-13,146.53,160.29,142.58,156.36,8079
2020-03-16,149.47,155.38,142.1,147.5,1472
2020-03-17,149.47,164.22,149.47,160.29,5026
2020-03-18,161.77,161.77,157.34,157.83,742
2020-03-19,157.83,168.16,157.83,168.16,1627
2020-03-20,169.14,175.04,168.16,168.16,5437
2020-03-23,167.17,178.98,161.28,177,8419
2020-03-24,175.53,176.02,171.1,175.04,7136
2020-03-25,177,177.99,173.07,177.99,9486
2020-03-26,178.98,178.98,173.07,175.04,406
2020-03-27,173.07,178.48,173.07,177,3514
2020-03-30,177,182.91,164.22,170.13,1982
2020-03-31,170.13,182.91,167.67,182.91,5340
2020-04-01,182.91,182.91,172.58,177,1531
2020-04-02,177,177,174.06,175.04,379
2020-04-03,174.55,175.04,171.1,174.06,330
2020-04-06,175.53,183.89,175.53,183.89,2154
2020-04-07,184.38,186.84,182.91,184.88,1871
2020-04-08,184.88,186.84,181.92,185.85,36119
2020-04-09,185.85,193.73,185.37,193.73,39689
2020-04-14,194.71,196.18,191.76,196.18,1553
2020-04-15,196.67,196.67,192.25,195.69,1237
2020-04-16,193.73,193.73,185.85,193.73,5160
2020-04-17,196.67,197.66,194.71,196.67,1461
